# GeoID, y_pred, y_predprob
1,0,0.19322
2,0,0.38556
3,0,0.23887
4,0,0.17133
5,0,0.38537
6,0,0.19435
7,0,0.18280
8,0,0.17648
9,0,0.19614
10,0,0.23828
11,0,0.23860
12,0,0.17751
13,0,0.17641
14,0,0.19274
15,0,0.38528
16,0,0.17133
17,0,0.23853
18,0,0.17235
19,0,0.30844
20,0,0.17643
21,0,0.23776
22,0,0.18174
23,0,0.23823
24,0,0.18191
25,0,0.23756
26,0,0.23806
27,0,0.17697
28,0,0.23736
29,0,0.23792
30,0,0.17922
31,0,0.23738
32,0,0.18336
33,0,0.18186
34,0,0.23703
35,0,0.23701
36,0,0.30818
37,0,0.18128
38,0,0.17814
39,0,0.17973
40,0,0.17750
41,0,0.18019
42,0,0.38449
43,0,0.23677
44,0,0.19691
45,0,0.17917
46,0,0.17813
47,0,0.18369
48,0,0.18043
49,0,0.18825
50,0,0.23705
51,0,0.18310
52,0,0.19689
53,0,0.18044
54,0,0.18385
55,0,0.19034
56,0,0.18040
57,0,0.18374
58,0,0.17936
59,0,0.19715
60,0,0.17968
61,0,0.17925
62,0,0.18019
63,0,0.18828
64,0,0.18389
65,0,0.17886
66,0,0.17917
67,0,0.17540
68,0,0.17909
69,0,0.18374
70,0,0.17898
71,0,0.38369
72,0,0.17919
73,0,0.18202
74,0,0.19735
75,0,0.17397
76,0,0.18315
77,0,0.17886
78,0,0.17879
79,0,0.23727
80,0,0.17131
81,0,0.17946
82,0,0.17130
83,0,0.38375
84,0,0.17880
85,0,0.17170
86,0,0.18187
87,0,0.17129
88,0,0.17130
89,0,0.17156
90,0,0.17880
91,0,0.17131
92,0,0.17183
93,0,0.17877
94,0,0.19662
95,0,0.17880
96,0,0.17877
97,0,0.17877
98,0,0.18400
99,0,0.17757
100,0,0.17130
101,0,0.18378
102,0,0.17420
103,0,0.23768
104,0,0.17951
105,0,0.18210
106,0,0.17129
107,0,0.17878
108,0,0.18104
109,0,0.19132
110,0,0.18335
111,0,0.18211
112,0,0.18034
113,0,0.17877
114,0,0.18144
115,0,0.19644
116,0,0.19648
117,0,0.18326
118,0,0.18004
119,0,0.17848
120,0,0.19651
121,0,0.18192
122,0,0.19650
123,0,0.30923
124,0,0.18133
125,0,0.38381
126,0,0.17404
127,0,0.17879
128,0,0.17845
129,0,0.18520
130,0,0.17906
131,0,0.17855
132,0,0.18129
133,0,0.18126
134,0,0.23294
135,0,0.17410
136,0,0.17310
137,0,0.17159
138,0,0.17512
139,0,0.18030
140,0,0.19538
141,0,0.18012
142,0,0.18014
143,0,0.18023
144,0,0.18246
145,0,0.17883
146,0,0.18003
147,0,0.38510
148,0,0.17765
149,0,0.19253
150,0,0.18365
151,0,0.18483
152,0,0.17913
153,0,0.17387
154,0,0.17982
155,0,0.18003
156,0,0.19003
157,0,0.17739
158,0,0.38420
159,0,0.19792
160,0,0.17111
161,0,0.17106
162,0,0.17641
163,0,0.18175
164,0,0.18196
165,0,0.18178
166,0,0.38503
167,0,0.17585
168,0,0.16804
169,0,0.16939
170,0,0.18336
171,0,0.16738
172,0,0.17699
173,0,0.18197
174,0,0.16800
175,0,0.23916
176,0,0.18230
177,0,0.17567
178,0,0.19807
179,0,0.18317
180,0,0.38574
181,0,0.19544
182,0,0.18385
183,0,0.17157
184,0,0.17882
185,0,0.17325
186,0,0.16801
187,0,0.18147
188,0,0.38630
189,0,0.17831
190,0,0.17830
191,0,0.17171
192,0,0.19480
193,0,0.19417
194,0,0.18214
195,0,0.16928
196,0,0.38630
197,0,0.17316
198,0,0.17562
199,0,0.17332
200,0,0.17063
201,0,0.17312
202,0,0.17311
203,0,0.17088
204,0,0.17260
205,0,0.17202
206,0,0.17169
207,0,0.17084
208,0,0.17100
209,0,0.38654
210,0,0.17063
211,0,0.38659
212,0,0.17476
213,0,0.17437
214,0,0.38665
215,0,0.38643
216,0,0.17064
217,0,0.17416
218,0,0.17203
219,0,0.17564
220,0,0.17075
221,0,0.17221
222,0,0.17350
223,0,0.17431
224,0,0.17110
225,0,0.17063
226,0,0.17099
227,0,0.38708
228,0,0.17063
229,0,0.17547
230,0,0.17063
231,0,0.38708
232,0,0.17464
233,0,0.17391
234,0,0.17111
235,0,0.17449
236,0,0.17291
237,0,0.17351
238,0,0.17284
239,0,0.17203
240,0,0.17209
241,0,0.17063
242,0,0.17302
243,0,0.17200
244,0,0.23654
245,0,0.17228
246,0,0.17063
247,0,0.17129
248,0,0.17064
249,0,0.17063
250,0,0.17128
251,0,0.17425
252,0,0.17087
253,0,0.17265
254,0,0.17113
255,0,0.17196
256,0,0.18821
257,0,0.23295
258,0,0.38693
259,0,0.17122
260,0,0.18860
261,0,0.30758
262,0,0.30781
263,0,0.17179
264,0,0.17154
265,0,0.30782
266,0,0.23295
267,0,0.17063
268,0,0.23302
269,0,0.17404
270,0,0.17155
271,0,0.17497
272,0,0.23296
273,0,0.30758
274,0,0.17568
275,0,0.17063
276,0,0.30758
277,0,0.17183
278,0,0.17182
279,0,0.30758
280,0,0.30758
281,0,0.30758
282,0,0.30758
283,0,0.17063
284,0,0.17191
285,0,0.30758
286,0,0.17185
287,0,0.30758
288,0,0.17182
289,0,0.17063
290,0,0.17063
291,0,0.38708
292,0,0.17185
293,0,0.17427
294,0,0.17180
295,0,0.17185
296,0,0.17273
297,0,0.17063
298,0,0.23306
299,0,0.17338
300,0,0.38708
301,0,0.17185
302,0,0.17063
303,0,0.17063
304,0,0.17063
305,0,0.17152
306,0,0.17114
307,0,0.17413
308,0,0.17063
309,0,0.17416
310,0,0.17128
311,0,0.17345
312,0,0.17063
313,0,0.17185
314,0,0.17063
315,0,0.17063
316,0,0.17220
317,0,0.17237
318,0,0.17310
319,0,0.17185
320,0,0.17124
321,0,0.17185
322,0,0.23296
323,0,0.17185
324,0,0.17148
325,0,0.17223
326,0,0.17075
327,0,0.38701
328,0,0.17185
329,0,0.17063
330,0,0.17235
331,0,0.17063
332,0,0.17063
333,0,0.17063
334,0,0.17185
335,0,0.17185
336,0,0.17113
337,0,0.17185
338,0,0.17103
339,0,0.17120
340,0,0.17063
341,0,0.23416
342,0,0.17185
343,0,0.17063
344,0,0.17129
345,0,0.17254
346,0,0.17063
347,0,0.17344
348,0,0.17185
349,0,0.23670
350,0,0.23322
351,0,0.23830
352,0,0.17114
353,0,0.17367
354,0,0.17185
355,0,0.17185
356,0,0.38687
357,0,0.17217
358,0,0.17234
359,0,0.17236
360,0,0.17063
361,0,0.17073
362,0,0.17072
363,0,0.17264
364,0,0.17063
365,0,0.17549
366,0,0.17194
367,0,0.17253
368,0,0.17107
369,0,0.17256
370,0,0.17063
371,0,0.17118
372,0,0.18173
373,0,0.17063
374,0,0.17111
375,0,0.18374
376,0,0.17303
377,0,0.17312
378,0,0.17274
379,0,0.17328
380,0,0.17063
381,0,0.17561
382,0,0.17874
383,0,0.17350
384,0,0.18043
385,0,0.17389
386,0,0.17063
387,0,0.17122
388,0,0.17542
389,0,0.17255
390,0,0.18112
391,0,0.17063
392,0,0.17623
393,0,0.17117
394,0,0.17063
395,0,0.17063
396,0,0.17310
397,0,0.18340
398,0,0.17354
399,0,0.17285
400,0,0.17296
401,0,0.17129
402,0,0.17369
403,0,0.17269
404,0,0.23961
405,0,0.17369
406,0,0.18369
407,0,0.18328
408,0,0.17369
409,0,0.18236
410,0,0.19707
411,0,0.17728
412,0,0.17957
413,0,0.17959
414,0,0.17369
415,0,0.17369
416,0,0.17597
