# GeoID, y_pred, y_predprob
320,0,0.02277
321,0,0.00090
322,0,0.00693
323,0,0.00035
324,0,0.00010
325,0,0.00802
326,0,0.00254
327,0,0.07905
328,0,0.05761
329,0,0.14808
330,0,0.00096
331,0,0.01285
332,0,0.00065
333,0,0.00604
334,0,0.00030
335,1,0.79774
336,0,0.00653
337,0,0.12074
338,0,0.00037
339,0,0.02275
340,0,0.03848
341,0,0.00825
342,0,0.07872
343,0,0.31241
344,0,0.00478
345,0,0.03186
346,0,0.00042
347,0,0.01236
348,0,0.41976
349,0,0.00009
350,0,0.00277
351,0,0.00067
352,0,0.27021
353,0,0.01181
354,0,0.00043
355,0,0.00080
356,1,0.81710
357,0,0.01473
358,0,0.02858
359,0,0.00894
360,0,0.00085
361,0,0.00581
362,0,0.19561
363,0,0.20276
364,0,0.00007
365,0,0.00318
366,0,0.00376
367,0,0.08631
368,0,0.00058
369,0,0.00123
370,0,0.00398
371,0,0.00018
372,0,0.01033
373,0,0.01143
374,0,0.03125
375,0,0.00041
376,0,0.18099
377,0,0.00981
378,1,0.56222
379,0,0.05238
380,0,0.00004
381,0,0.00012
382,0,0.00584
383,0,0.00588
384,0,0.00085
385,0,0.03167
386,0,0.01195
387,0,0.01850
388,0,0.19912
389,0,0.00450
390,0,0.00104
391,0,0.00335
392,0,0.08745
393,0,0.01734
394,0,0.00042
395,0,0.00012
396,0,0.00595
397,0,0.00309
398,0,0.17721
399,0,0.00041
400,0,0.00543
401,0,0.00027
402,0,0.00009
403,0,0.00287
404,0,0.00004
405,0,0.01775
406,0,0.01406
407,0,0.04581
408,0,0.01944
409,0,0.03517
410,0,0.07779
411,1,0.88338
412,0,0.00556
413,0,0.03158
414,0,0.11955
415,0,0.14022
416,1,0.69620
417,0,0.01027
418,0,0.00050
419,0,0.00753
420,0,0.00012
421,0,0.28476
422,0,0.01783
423,0,0.10042
424,0,0.07199
425,0,0.01980
426,0,0.06107
427,0,0.18590
428,0,0.07647
429,0,0.00124
430,0,0.29195
431,0,0.00165
432,1,0.68095
433,0,0.49705
434,0,0.00817
435,0,0.10702
436,0,0.00052
437,0,0.00242
438,0,0.01628
439,0,0.00036
440,0,0.02482
441,0,0.00858
442,0,0.09038
443,0,0.00128
444,1,0.78353
445,0,0.00469
446,0,0.00150
447,0,0.00786
448,0,0.00493
449,0,0.04029
450,0,0.11130
451,0,0.03357
452,0,0.00526
453,0,0.05583
454,0,0.40499
455,1,0.50720
456,0,0.00082
457,0,0.00132
458,0,0.39446
459,0,0.00683
460,0,0.00582
461,0,0.31398
462,0,0.00747
463,0,0.01543
464,0,0.04734
465,0,0.37142
466,0,0.02526
467,0,0.24579
468,0,0.08285
469,0,0.00009
470,0,0.22154
471,1,0.81744
472,0,0.01733
473,0,0.11159
474,0,0.00730
475,0,0.00781
476,0,0.07394
477,0,0.07895
478,0,0.06702
479,0,0.00532
480,0,0.00234
481,0,0.00055
482,0,0.00714
483,1,0.82928
484,0,0.05309
485,0,0.11380
486,0,0.00262
487,0,0.01172
488,0,0.02571
489,0,0.00004
490,1,0.88724
491,0,0.12590
492,0,0.00014
493,0,0.00723
494,0,0.02330
495,0,0.01929
496,0,0.00710
497,0,0.02105
498,0,0.36176
499,0,0.00108
500,0,0.01736
501,0,0.00588
502,0,0.15569
503,0,0.10007
504,0,0.02877
505,0,0.04745
506,0,0.09273
507,1,0.66179
508,0,0.46627
509,0,0.00433
510,0,0.10539
511,1,0.54246
512,0,0.00225
513,1,0.50104
514,0,0.00807
515,0,0.00388
516,0,0.00049
517,0,0.17959
518,0,0.00082
519,0,0.00583
520,0,0.12444
521,0,0.00415
522,0,0.04686
523,0,0.04854
524,0,0.02930
525,0,0.00045
526,1,0.50729
527,0,0.00104
528,0,0.12135
529,0,0.09473
530,0,0.00004
531,0,0.00068
532,0,0.00983
533,0,0.08430
534,1,0.68076
535,0,0.05738
536,0,0.02548
537,1,0.64300
538,0,0.00124
539,0,0.39470
540,0,0.01815
541,0,0.13857
542,0,0.07057
543,0,0.02361
544,0,0.49575
545,0,0.00087
