OBJECTID,Elevation,Slope,Aspect,坡高,斜坡形态,地形表面纹理,TRI,地形位置指数,地形表面凸率,地形汇聚指数,相对坡位,平面曲率,剖面曲率,Curvature,River,流域面积,流路长度,地形湿度指数,河谷深度,流域坡度,河流强度指数 ,距河网垂直距离,Lithology,斜坡结构,NDVI,NDWI,Rainfall,Earthquake,NDBI,class
465,282.931734,12.620425,272.590625,39.956197,3.98893,0.645099,4.757947,0.222848,0.492899,0.677351,0.548016,0.007233,0.000084,0.012064,586.278267,12733.18735,400.641898,12.20289,33.428859,0.195478,8623.760584,146.864957,2,5,0.689281,0.321399,1164.538574,1.958987,-0.321376,1
452,411.354108,14.400984,151.39335,65.100057,4.220963,0.596161,5.409146,0.469872,0.50525,1.068939,0.558907,0.012519,-0.043737,0.056257,1654.577412,10112.07754,433.238018,11.939871,33.02381,0.214877,2317.1941,89.207277,2,7,0.73863,0.316376,1164.941528,1.891493,-0.317461,0
471,249.863445,14.24674,267.859595,45.961969,3.960084,0.645495,5.619788,0.326595,0.452224,0.610404,0.470647,0.009223,-0.010111,0.019334,544.749367,11119.90263,475.482756,12.19899,49.468731,0.210256,-2055.298838,91.98012,2,6,0.519963,0.241439,1164.976807,1.960809,-0.240922,1
467,146.5,12.365426,243.586087,16.555859,5.388889,0.623028,4.375182,2.192192,0.304066,4.77368,0.280253,0.146428,-0.089022,0.235451,43.194259,2182.137838,140.171433,11.55131,31.300472,0.162105,-2682.011858,168.172767,2,6,-0.149227,0.335069,1164.612061,1.9629,-0.345867,1
482,418.136752,13.625213,272.217725,56.352188,3.935897,0.547585,5.083479,0.097234,0.447238,0.370304,0.502662,0.005968,-0.01098,0.016947,2450.361418,20250.99634,780.406518,12.819775,54.551571,0.228928,-6472.501979,110.70782,3,6,0.737926,0.320119,1165.302612,1.88499,-0.319663,0
451,327.103734,19.705236,63.853001,40.606376,3.626556,0.53938,7.66416,-0.56353,0.435685,-2.676188,0.513455,-0.057471,0.035984,-0.093455,1782.764383,40734.40707,873.628323,12.654748,56.823395,0.294887,-47839.82354,181.218872,2,7,0.758753,0.326825,1165.140137,1.877382,-0.326566,0
458,273.85625,12.340026,244.03489,30.574311,3.8375,0.626203,4.714484,-0.401436,0.448699,-1.584269,0.467877,-0.003109,0.031325,-0.034435,702.118004,11837.26348,419.972556,11.897278,48.645772,0.240909,20800.08509,111.117234,2,6,0.542311,0.242886,1165.744629,1.954155,-0.239056,1
483,225.617647,12.907984,268.361927,52.923279,4.665441,0.6115,5.050274,0.985294,0.446314,3.624929,0.508014,0.030805,-0.04354,0.076126,416.42886,7418.608066,376.189672,11.37005,41.817722,0.19793,-104.566861,120.327406,2,6,0.388235,0.250903,1165.490234,1.959491,-0.250406,1
490,314.951977,11.743987,268.454613,38.900824,4.152542,0.641947,4.517758,0.129638,0.452797,0.677605,0.465579,0.02645,-0.02349,0.049941,870.449759,8368.084637,347.680115,11.766621,33.183881,0.212048,26323.79627,99.00424,2,6,0.558761,0.221649,1165.898682,1.949504,-0.224641,1
491,293.514874,12.246076,215.150348,30.359751,3.860412,0.648045,4.686018,-0.018925,0.436537,-0.88428,0.471861,0.01291,0.01014,0.001108,799.058088,9892.949706,422.544782,11.92141,32.892266,0.222247,16307.87797,104.03777,2,7,0.658339,0.313465,1165.880371,1.967666,-0.312329,1
485,226.403774,16.927862,130.43679,32.929449,4.50566,0.603286,6.853952,1.271086,0.491471,1.127794,0.562965,0.006483,-0.067085,0.073567,150.053026,7848.937974,584.860266,11.591463,21.713383,0.221054,-2352.17439,178.86361,2,7,0.613771,0.276839,1165.621338,1.96256,-0.275055,0
492,415.955696,19.205365,264.760138,54.739572,4.313291,0.531436,7.569386,0.896655,0.455017,2.061601,0.515144,0.009227,-0.063963,0.07319,2792.194487,9554.968076,520.995385,11.926932,38.073312,0.277111,27751.13631,166.841061,3,6,0.784212,0.350966,1165.633057,1.810552,-0.349882,0
513,267.673387,15.422016,208.256932,41.86973,4.302419,0.573586,5.889995,0.007956,0.456714,1.718521,0.470305,0.059,0.012127,0.046873,383.537079,7949.307698,648.840865,11.948426,32.695947,0.225756,-2798.004645,184.225114,2,3,0.636711,0.284273,1167.258545,1.905277,-0.28592,0
507,253.315748,15.593947,116.961202,53.627893,4.251969,0.567433,5.917711,0.183528,0.464083,0.303198,0.465432,0.022601,0.000481,0.022692,693.738002,10147.79455,712.558487,12.025816,49.912837,0.249498,5780.387666,165.377059,2,7,0.605673,0.244585,1166.95813,1.934387,-0.243866,1
508,213.165625,17.219284,249.718242,42.842873,4,0.564422,7.034759,-0.01022,0.462125,0.65918,0.578315,-0.002642,-0.001507,-0.004919,297.089915,6200.754647,304.242412,11.944396,47.09417,0.266424,3947.118387,161.869521,2,2,0.474748,0.280895,1167.012085,1.943146,-0.279718,1
498,153.357143,9.322474,300.207376,21.381076,6.178571,0.686909,3.627971,2.799228,0.334272,11.263018,0.14585,0.120942,-0.194754,0.315696,53.868424,1948.051416,92.212302,11.080897,25.950183,0.12089,270.286176,189.979392,2,5,-0.027743,0.382854,1166.196655,1.922909,-0.380769,1
506,252.091324,15.951599,206.324709,35.853335,4.066971,0.600641,6.172575,0.161051,0.482803,0.131688,0.401666,0.001864,-0.004034,0.006266,391.959294,7168.117533,579.234593,11.958111,29.411974,0.251135,10743.03881,169.414107,2,7,0.60742,0.263302,1166.947998,1.950054,-0.264154,0
509,224.338542,9.271696,221.926312,9.297079,4.296875,0.758297,3.518413,0.597691,0.428858,3.234603,0.350994,0.055998,-0.038603,0.094601,1093.075055,3749.305592,137.051811,10.820334,16.74327,0.140178,4241.798467,214.938189,2,5,0.611666,0.265344,1166.926147,1.967888,-0.258539,0
502,310.925824,16.974713,89.398731,48.159313,4.074176,0.597748,6.467015,0.368503,0.450064,0.754197,0.441981,0.00539,-0.043511,0.048901,388.05835,15585.86971,332.912316,11.703653,40.465166,0.264132,20896.57251,33.409245,2,7,0.67824,0.303328,1166.593262,1.953472,-0.301343,1
511,244.710832,19.754699,225.959576,58.305299,4.256286,0.498115,7.785119,0.207251,0.475944,0.505732,0.511472,0.043205,0.031729,0.011477,623.778547,10166.00584,561.710575,12.104081,58.060876,0.319941,5600.949516,137.953421,2,7,0.631082,0.296639,1167.807373,1.843878,-0.298772,1
503,252.006452,21.729096,115.934736,87.113713,4.922581,0.458533,8.477361,2.644813,0.433255,3.71655,0.460572,0.11161,-0.086819,0.19843,132.549562,4724.921161,457.973432,11.542322,34.078967,0.34053,3541.561712,82.522648,2,3,0.672301,0.306138,1167.397827,1.890648,-0.308843,0
516,411.743119,12.640294,269.100688,40.28476,4.33945,0.724163,4.883469,1.678651,0.4944,3.064029,0.550453,0.084239,-0.109059,0.193298,1200.172837,4158.876031,247.108044,11.381346,10.140665,0.182729,-11156.52149,137.307325,2,5,0.628226,0.320696,1167.506104,1.866303,-0.321547,0
537,369.91109,14.511839,271.828847,42.490022,4.132887,0.584407,5.536813,0.234277,0.457118,0.243915,0.46197,0.010463,-0.002734,0.013429,1184.182467,12872.2883,617.095821,12.042571,36.514888,0.240276,-3175.731966,66.386802,2,6,0.702835,0.306838,1168.405518,1.789589,-0.308052,1
532,473.846154,9.21595,218.198415,11.042718,3.461538,0.624848,3.533205,-2.419958,0.443582,-6.883514,0.733132,-0.03444,0.077335,-0.111774,1649.414961,14961.04898,551.903867,12.425222,70.527513,0.371234,1337.190317,116.733316,2,7,0.674904,0.313324,1168.042114,1.868407,-0.30515,0
539,295.743007,16.238416,227.648035,46.097901,4.082168,0.575197,6.201744,-0.064544,0.490332,-0.433366,0.499382,0.007726,0.018945,-0.01122,641.758463,12382.92374,757.956905,12.112692,33.054923,0.26627,-22103.78977,75.694618,2,7,0.665298,0.312117,1168.929077,1.776169,-0.311325,1
534,183.734848,13.930533,286.357442,41.846956,4.681818,0.522847,5.3079,1.330467,0.417909,3.74309,0.417008,0.037962,-0.049185,0.087147,166.701962,5702.832422,349.125327,11.476344,36.719867,0.257897,2743.914177,153.035206,2,5,0.353509,0.381186,1168.206055,1.813382,-0.377819,1
525,568.222222,14.582981,94.366966,27.49909,3.555556,0.395724,6.23597,-1.167815,0.330412,-0.366496,0.438695,-0.154421,-0.064726,-0.089695,2650.460657,6476.343637,143.622066,13.202369,18.879071,0.209466,-2531.297583,-4.292105,2,6,0.605265,0.234584,1167.959106,1.737345,-0.237041,0
521,540.660714,18.741786,183.295694,78.904975,4.5,0.573963,7.536387,1.796332,0.503831,3.068591,0.599797,0.076636,-0.029317,0.105953,1667.583521,6898.964861,339.124224,10.935645,34.616426,0.351797,-9624.032502,52.72498,2,3,0.707587,0.284483,1168.541138,1.87393,-0.287869,0
542,492.520256,17.556837,214.438655,40.401754,3.965885,0.635401,7.017307,-0.039417,0.459949,-0.115286,0.509763,0.024971,0.009738,0.015233,1886.420787,9446.391646,374.553744,12.34338,51.173377,0.3393,-5203.897739,92.555914,2,7,0.720182,0.329986,1168.807617,1.866133,-0.32907,0
544,348.952381,14.141054,86.253065,94.123994,4.316327,0.581268,5.360695,0.656279,0.449409,1.204328,0.587478,0.009631,-0.003548,0.01318,668.399541,11829.45327,699.775189,12.061867,35.152622,0.214357,-28737.98504,10.348626,2,3,0.698715,0.3157,1168.994751,1.839635,-0.318897,1
546,365.755258,22.860963,213.180558,70.841953,3.913958,0.438383,9.1412,0.068343,0.41501,-0.989525,0.482817,-0.012124,0.023763,-0.035887,1649.549877,21154.60192,679.436591,12.568202,76.813892,0.418139,12787.36525,110.13049,2,7,0.695347,0.32315,1168.920166,1.86659,-0.325143,1
549,305.123153,24.775765,170.845991,44.327435,3.596059,0.471368,10.035754,0.547426,0.394617,0.224431,0.498825,-0.038614,-0.010579,-0.028035,1656.501771,8517.410396,436.712544,12.181988,50.40604,0.45073,3286.529744,159.011629,2,4,0.722959,0.315251,1168.870605,1.855152,-0.315383,1
531,481.439093,15.009944,167.227511,48.123178,3.917847,0.54441,5.672642,-0.415768,0.44996,-1.263331,0.468667,-0.032118,0.009731,-0.041849,2213.769215,17604.94831,570.449459,12.21125,45.385883,0.25695,20512.80802,44.886208,2,7,0.752971,0.316479,1169.609497,1.742281,-0.312831,0
519,419.776978,18.326532,104.383569,43.139177,3.810552,0.598817,7.097394,0.000389,0.476704,-0.966845,0.523537,-0.043649,0.001941,-0.04559,1535.659557,18328.98683,353.560663,12.063273,47.27675,0.288177,-6183.922881,71.49877,2,7,0.745546,0.309038,1169.574585,1.75865,-0.310545,0
559,400.535452,14.494962,115.597789,38.620002,3.792176,0.62449,5.586261,-0.652746,0.458131,-1.383199,0.439236,-0.058532,-0.00228,-0.056252,972.7356,18058.61131,443.070416,12.36457,47.10245,0.213553,-2818.189346,-18.580194,2,3,0.701843,0.305302,1169.536621,1.848966,-0.303838,1
552,564.863636,7.748741,92.136143,60.424414,3.909091,0.64719,3.060529,1.432432,0.525165,2.153257,0.589272,0.010592,0.079392,-0.068801,1656.903848,6518.528782,392.223302,12.288727,13.182184,0.141832,-1424.679113,-65.443167,2,2,0.772751,0.335987,1169.187866,1.860127,-0.331989,0
565,248.163842,16.341631,291.947779,75.23543,4.182203,0.553579,6.301156,0.48725,0.446011,1.607967,0.4239,0.029225,-0.013019,0.042244,438.972523,11934.18731,991.413955,12.238492,63.915749,0.309773,4100.658382,151.503226,2,6,0.615564,0.329704,1169.616089,1.773536,-0.329376,1
558,244.819355,22.187383,103.557177,84.335035,5.064516,0.41905,8.514565,1.789712,0.466918,2.383111,0.306949,0.100338,-0.048875,0.149213,140.235149,5672.489425,437.534304,12.054928,49.903355,0.374244,-372.587993,89.039099,2,3,0.698389,0.306487,1169.529785,1.785302,-0.307608,0
566,378.233333,14.112337,140.027267,46.460129,3.839583,0.61455,5.429237,-0.042793,0.453529,0.144851,0.457759,0.013119,0.010344,0.003784,845.824513,10713.67674,382.861772,12.245345,41.15964,0.239366,-13934.02119,3.689978,2,3,0.708064,0.306926,1169.834351,1.832289,-0.306089,1
551,526.392857,18.947554,279.950161,99.162755,3.441463,0.393997,7.485934,0.364485,0.359747,0.417897,0.459098,-0.067892,-0.055936,-0.011956,3008.855937,18233.12917,1169.760001,12.700509,72.760219,0.320195,-18990.07526,129.133283,3,2,0.771698,0.339674,1169.434204,1.643173,-0.341331,0
574,397,13.549195,148.163874,15.850129,3.515337,0.574397,5.235347,-0.894679,0.376735,-3.171205,0.507961,-0.038469,0.052892,-0.09136,2067.28165,10976.73732,381.75294,12.318019,29.548946,0.261858,-11140.13149,107.72194,2,7,0.751719,0.319961,1169.779785,1.720578,-0.322146,0
573,662.935484,19.492983,291.731061,208.609541,4.156682,0.400573,7.454589,0.380056,0.425053,0.588669,0.441956,0.009445,-0.0285,0.037945,3416.843813,19887.71423,1142.478998,12.932078,108.627941,0.313274,-26345.78866,35.550981,3,6,0.753792,0.349888,1169.390991,1.583882,-0.347281,0
567,160.74359,15.59561,284.239891,20.045424,3.641026,0.603656,5.921963,-1.703396,0.426515,-4.694752,0.723835,0.023646,0.05159,-0.027944,117.480828,38390.65639,1342.39317,13.216874,132.631468,0.316586,1210.469334,224.011797,2,2,0.137263,0.339789,1169.759766,1.770701,-0.344761,1
570,764.345455,19.257418,307.706295,366.835541,4.018182,0.469248,7.273664,0.19312,0.470127,0.281867,0.610369,0.001275,0.023291,-0.022016,3683.379248,14520.94297,729.859193,12.797972,88.378589,0.310464,12234.80214,20.114746,3,6,0.721767,0.300798,1169.159912,1.54024,-0.305558,0
584,429.129577,15.767511,251.879891,37.456244,3.96034,0.527756,5.957386,0.283065,0.437046,1.097095,0.531136,0.018004,0.002655,0.018078,2097.032999,7381.930625,277.273207,12.014665,28.229254,0.253124,31765.26395,85.554529,2,7,0.729668,0.30032,1170.308716,1.70022,-0.295707,0
585,237.658986,18.724428,122.403582,70.441064,4.516129,0.548998,7.078803,1.624611,0.480309,3.056152,0.533675,0.054188,-0.110984,0.165172,173.577636,11518.26134,994.661754,12.106671,34.487618,0.265021,-8831.493504,98.210991,2,3,0.692987,0.302963,1170.678833,1.780121,-0.301319,0
578,335.828829,21.075972,185.012736,25.417862,4.162162,0.548669,8.366152,-0.941076,0.455225,-1.257016,0.508754,0.02803,0.115301,-0.087271,1281.304957,6784.95394,565.009847,11.094524,38.97092,0.360563,13894.52383,149.248911,2,4,0.740619,0.281323,1170.108154,1.743061,-0.284639,0
599,346.714286,19.316943,82.272426,56.030717,3.794118,0.495396,7.451053,-0.216766,0.42968,-0.782245,0.47747,0.004502,0.018644,-0.015909,2106.15666,30565.07492,575.667828,12.705087,72.227724,0.353543,3009.787455,220.986461,2,7,0.737552,0.29707,1171.228516,1.661028,-0.297126,0
591,376.034014,18.940052,80.027228,86.833973,3.922902,0.517854,7.312303,0.021787,0.479456,-0.19062,0.476635,-0.01654,0.005152,-0.021692,766.275857,18691.83696,674.91651,12.55975,68.316596,0.312494,26859.86122,19.892733,2,7,0.720806,0.320701,1171.144653,1.833751,-0.321048,1
596,506.729211,16.736424,132.176622,26.338934,3.948827,0.559476,6.548728,-0.13149,0.396232,-1.092393,0.512887,-0.012263,-0.000645,-0.012651,1580.503041,12280.49533,340.190792,12.213921,27.036672,0.237002,-9768.855529,-29.644051,2,3,0.717054,0.331901,1171.474121,1.880697,-0.332567,0
608,655.755102,25.338461,146.200426,74.150419,3.734694,0.543231,10.175825,-0.813707,0.443878,-1.599071,0.562932,-0.015827,0.022785,-0.038613,3666.917504,23814.36958,1238.328018,12.17502,81.44488,0.403086,-5377.948058,-44.364122,3,7,0.778729,0.341809,1171.03125,1.53361,-0.340776,0
619,257.154206,16.473647,87.269476,76.747638,4.070093,0.569578,6.303585,0.537383,0.450338,1.089643,0.42027,0.049227,-0.02037,0.069598,291.480886,19200.36933,1521.15992,13.071339,105.056337,0.280029,-17314.07664,197.184907,2,7,0.672185,0.292745,1172.284546,1.835877,-0.292132,1
603,265.350785,15.830735,83.6671,75.005304,3.806283,0.57187,6.072158,-0.475591,0.46511,-2.455203,0.586677,-0.047421,0.03246,-0.079881,334.337783,16054.35351,1386.682243,12.536351,97.514519,0.290439,3017.914838,138.322104,2,7,0.654239,0.290366,1171.765381,1.839067,-0.287907,1
606,404.296296,23.980542,303.348977,36.726002,4,0.522764,9.227042,-0.777444,0.400436,-0.997834,0.757819,0.076459,0.085429,-0.00897,2873.890976,61160.17904,2124.008414,14.433949,258.287299,0.352409,-617299.4571,134.403762,3,2,0.700222,0.274264,1171.0625,1.541844,-0.273406,0
612,255.367347,17.427297,315.174237,27.337028,4.047619,0.523938,6.565729,-0.755102,0.437971,-1.015803,0.522129,0.061359,0.065478,-0.004119,1911.528887,14336.87435,2256.861627,11.745584,52.313289,0.306985,14452.78624,285.38171,3,5,0.684586,0.277913,1171.425659,1.583633,-0.282512,0
624,311.099741,24.483994,58.242432,93.594842,3.949482,0.485907,9.876643,-0.073729,0.464601,-0.663557,0.538782,-0.004342,0.007892,-0.012234,933.134704,13951.28409,618.886925,12.458419,95.937661,0.429181,12469.67131,203.783891,2,7,0.74088,0.282643,1172.340576,1.687471,-0.282555,1
616,377,18.509941,214.575687,26.292312,3.651163,0.544274,6.897157,-1.346323,0.413249,-2.659523,0.618717,0.017539,0.099204,-0.081665,2795.303575,72166.35422,974.479732,13.293556,113.290254,0.353042,96763.36637,135.37629,3,7,0.695198,0.287144,1171.281494,1.541091,-0.286641,0
615,321.317073,14.713078,236.717681,20.268317,3.430894,0.597984,5.550778,-0.67194,0.388705,-2.320527,0.591883,0.031308,0.099236,-0.065959,2490.489695,65208.7432,760.321707,12.336085,105.263055,0.292989,86553.79412,196.489453,3,7,0.707696,0.306833,1171.405762,1.55702,-0.302291,0
622,293.787736,15.335511,293.7986,111.220786,4.064465,0.562253,5.784584,0.447731,0.472512,1.03962,0.498877,0.028018,-0.006823,0.034842,533.622156,15074.59233,980.551876,12.737297,78.408253,0.257561,-4649.236628,121.987407,2,6,0.603531,0.264158,1172.548462,1.779584,-0.264044,0
625,254.023256,23.803538,93.786425,84.77307,4.604651,0.364757,9.123991,0.150849,0.425354,0.116512,0.307613,-0.02568,0.027824,-0.053504,141.14894,12137.4671,785.774543,13.199847,129.61025,0.418298,17280.69944,220.497262,2,3,0.737403,0.315081,1172.604858,1.853499,-0.312545,0
631,319.503169,20.685844,204.304031,82.000834,3.99493,0.449621,8.123244,-0.192409,0.4785,-0.441439,0.460058,0.027057,0.042711,-0.015654,1423.061599,14690.74734,1088.187997,12.501989,89.78614,0.399212,16394.98413,214.439236,2,7,0.699931,0.264918,1172.746826,1.610051,-0.265339,1
630,502.004016,8.846083,127.546917,12.01631,3.819277,0.734192,3.357357,-0.435679,0.452181,-1.898175,0.335609,-0.031354,0.009495,-0.040849,1130.893146,6118.845871,195.327218,11.993554,9.635616,0.126288,1340.791063,10.879076,2,5,0.683631,0.306891,1173.115112,1.864328,-0.307157,0
628,314,22.010713,77.171078,126.690524,4.157258,0.369976,8.478982,0.669246,0.460034,1.206145,0.421286,0.04629,-0.014254,0.060544,316.76026,12308.22306,657.506469,12.291862,105.977746,0.395489,11655.18498,161.932557,2,7,0.738795,0.31667,1173.028076,1.866508,-0.316831,0
613,238.25,20.939992,193.47235,74.777382,3.975694,0.493253,8.394241,0.058089,0.431202,0.206383,0.52732,0.010191,-0.010411,0.020602,244.597587,10105.22805,742.632907,12.418171,88.793633,0.376597,-8671.457002,226.374182,2,7,0.620379,0.291599,1173.678467,1.826214,-0.294918,1
620,261.754319,19.549381,236.117479,82.52622,3.915547,0.489153,7.633643,0.009286,0.439654,-0.71531,0.536137,0.049178,0.071025,-0.021847,353.527816,13384.994,691.433224,12.316449,93.594518,0.338172,-11078.49186,205.024774,2,7,0.577544,0.284627,1173.908325,1.866962,-0.288451,1
640,289.418708,23.555049,106.914648,111.89431,4.334076,0.431811,9.300112,0.82616,0.489416,1.777177,0.481954,0.066203,-0.003915,0.070658,294.577756,9358.216145,651.580497,12.135883,74.403196,0.397811,4479.024509,157.927451,2,3,0.791531,0.340108,1173.814697,1.794802,-0.340027,1
635,490.418803,11.529633,141.630538,62.905787,3.820513,0.638437,4.350504,-0.011979,0.449702,-2.560987,0.514306,-0.058518,0.044977,-0.103495,1046.385228,4194.844666,178.235908,11.314729,11.293175,0.180668,-4173.039247,-9.25887,2,3,0.681543,0.309434,1173.320435,1.860174,-0.298121,0
656,307.513274,21.016836,62.742809,109.042369,4.172566,0.468594,8.273017,0.458742,0.480221,0.373071,0.419825,-0.018687,-0.047619,0.028933,351.952036,13977.01145,883.846688,12.824584,90.758256,0.354807,35777.49178,163.090342,2,7,0.703795,0.307007,1174.124756,1.866467,-0.310085,0
638,124.272727,11.490959,179.363458,4.652136,2.590909,0.54273,4.699948,-9.316953,0.391311,-23.000459,0.949113,-0.159756,0.511737,-0.671493,25.765735,50025.65523,1230.961276,13.902427,192.943322,0.377283,-71782.21794,346.118999,2,5,0.029809,0.231433,1173.859497,1.868016,-0.229285,1
657,313.70903,19.924798,256.559972,108.084644,4.123746,0.457972,7.783332,-0.017536,0.456886,0.883607,0.590819,0.036555,0.022381,0.014174,495.489991,16880.81142,570.052987,12.495855,113.192412,0.294616,6141.525876,156.06207,2,7,0.635414,0.283226,1174.185303,1.868011,-0.282501,1
654,323.083333,25.091524,33.842271,113.251479,4.138889,0.373554,10.032686,0.837838,0.46013,1.412523,0.418518,0.193569,0.011936,0.181633,379.012634,12464.13427,707.433688,11.769066,84.750764,0.344489,11297.84254,145.710402,2,7,0.759356,0.365476,1174.022949,1.864997,-0.36844,0
651,302.282609,20.113832,99.933804,136.580121,4.036232,0.356673,7.820038,0.135135,0.439126,-0.096452,0.512282,0.011114,0.005849,0.005265,370.366711,15299.1025,669.658234,12.868137,128.006484,0.313034,-8400.372973,150.415866,2,3,0.780092,0.339919,1174.044067,1.79505,-0.340456,1
659,239.047619,14.296295,254.236634,47.657647,3.919048,0.595869,5.374821,-0.288546,0.470873,0.018548,0.451439,-0.007013,-0.00067,0.00173,395.812828,12255.43331,728.660386,11.838701,49.600618,0.235443,6445.85178,191.81023,2,5,0.448806,0.26003,1174.363892,1.72352,-0.26273,1
663,623.661017,14.315915,255.465974,41.211687,3.542373,0.613164,5.342386,0.458543,0.489708,2.27634,0.465264,-0.085378,-0.08743,0.002052,3113.098339,4489.258509,323.292656,11.449069,16.741447,0.208629,290.470109,-25.540843,3,2,0.667825,0.274597,1173.326782,1.532684,-0.28844,0
652,276.8125,15.686724,287.957411,74.039933,3.833333,0.626413,5.986767,-0.306025,0.445452,0.555547,0.565009,0.007772,0.050658,-0.042886,612.728919,12503.93883,841.671746,12.646072,57.97908,0.278663,29523.03132,120.031624,2,5,0.578627,0.231567,1174.505737,1.672982,-0.239454,1
643,217.948207,14.637261,280.397532,47.007635,4.211155,0.654782,5.504387,0.450092,0.43317,1.372404,0.514201,0.064593,0.01442,0.048243,404.132542,8114.692449,813.933369,12.326972,48.697771,0.255315,12312.82545,207.344612,2,2,0.545938,0.256513,1174.524536,1.699993,-0.256508,1
662,695.357143,14.721866,119.159942,117.287464,5.214286,0.598918,5.495657,3.82722,0.546079,10.021831,0.795231,0.067925,-0.303991,0.371916,2696.15786,2047.946605,84.728027,8.809266,7.519893,0.182629,28776.10054,-94.850336,2,6,0.763992,0.424199,1173.60022,1.554891,-0.426146,0
679,618.903846,17.943611,92.292382,85.015148,3.230769,0.440943,6.999433,-0.519823,0.371754,-1.902688,0.551515,-0.095799,0.045084,-0.140882,3235.021679,11241.92806,523.120755,12.109563,32.335461,0.306674,20516.0206,1.486617,3,2,0.743193,0.397333,1173.662476,1.511593,-0.393704,0
668,145.157895,5.462462,190.769483,12.207819,5.526316,0.779844,2.229269,2.261735,0.40611,8.855984,0.221713,0.116877,-0.118927,0.235805,61.156466,2292.60056,63.949103,10.87811,19.547962,0.080522,-249.285911,306.468188,2,5,-0.329697,0.463413,1174.360474,1.712226,-0.429095,1
684,304.830275,25.406961,110.52281,114.823604,3.924312,0.310342,10.01112,0.166315,0.426497,0.334006,0.479357,0.02081,0.004146,0.016664,319.905561,14223.09303,604.466661,13.070075,129.879315,0.387853,14663.68536,154.321157,2,3,0.772734,0.323752,1174.987183,1.7814,-0.32403,1
647,597.305556,21.84887,93.330247,56.792479,3.657407,0.513188,8.625365,-0.739615,0.485001,-1.086889,0.4111,-0.035734,0.035462,-0.071196,2800.942024,13526.51502,448.117296,12.142651,51.138249,0.354655,115.582769,-2.439269,2,7,0.752271,0.332807,1173.925903,1.54618,-0.330391,0
670,635.72973,10.125679,275.843098,132.148127,3.756757,0.611135,4.13948,0.775749,0.503197,-1.666317,0.740928,-0.01418,0.110182,-0.124362,2199.083217,5070.863179,267.295244,11.77989,14.541024,0.181441,3132.374847,-10.844995,2,6,0.73114,0.34575,1173.893311,1.573122,-0.342209,0
688,200.734104,13.827479,272.852377,39.374027,3.861272,0.612425,5.182391,-0.231995,0.413504,0.623009,0.502134,0.021061,0.033659,-0.012599,352.62162,21972.08348,1187.439539,13.063185,88.898036,0.271012,3807.802924,201.806374,2,5,0.540759,0.277941,1174.810425,1.665452,-0.281661,1
678,134.461538,7.022381,219.672411,6.419142,3.076923,0.815093,2.837876,-1.158004,0.388741,-13.124585,0.732239,-0.25957,-0.008078,-0.251492,40.848495,5766.83859,101.344521,9.864453,42.106267,0.106542,860.758479,316.276109,2,5,-0.438486,0.557633,1174.625977,1.704696,-0.552932,1
695,459.501171,14.356334,279.848806,96.857864,3.964871,0.576947,5.377815,-0.06013,0.47456,-0.134579,0.444653,-0.004083,0.014349,-0.018433,1392.597297,25921.16618,780.659315,13.220683,73.902158,0.225776,12836.70715,35.070601,2,6,0.723009,0.313203,1174.90686,1.599337,-0.314252,0
686,389.923077,14.324571,288.723806,91.392719,3.538462,0.592817,5.46273,-0.801109,0.452237,-2.91865,0.218575,-0.003235,-0.068437,0.065202,1160.880411,43848.7958,1095.966352,13.851846,117.117077,0.234026,169361.662,50.333607,2,2,0.69709,0.263308,1174.654297,1.598637,-0.276348,0
681,220.60221,23.869782,210.623752,64.508059,4.370166,0.468167,9.653473,-0.080932,0.440908,-0.088344,0.573731,0.109127,0.069656,0.039471,193.823344,25520.64711,920.092649,12.472392,91.887845,0.392592,25141.49452,217.109505,2,7,0.562907,0.308358,1175.253418,1.868061,-0.311393,0
709,510.96994,16.673655,261.844218,47.444496,3.746988,0.504189,6.320416,0.099301,0.394196,0.454277,0.507478,0.02262,-0.005043,0.027664,2864.598956,23199.4239,1044.324032,12.600489,62.206428,0.307475,-20500.42002,95.721855,3,2,0.720222,0.337057,1174.744995,1.521784,-0.338404,0
692,291.082645,25.807368,120.526538,103.502041,3.884298,0.334776,10.184224,-0.137816,0.471205,0.110037,0.36005,-0.013656,-0.029668,0.016012,229.097701,14533.76347,654.122846,12.566941,122.473142,0.42331,16809.47364,165.73834,2,3,0.794626,0.353227,1175.164673,1.776017,-0.354116,1
706,581.426829,17.513357,204.960564,124.130034,4.121951,0.500385,6.687798,0.743078,0.522044,1.275168,0.514419,0.007078,0.018153,-0.011075,2315.676383,9354.353235,666.620007,12.208433,42.826005,0.30419,-1389.770464,-8.902662,2,5,0.738746,0.312835,1174.940063,1.570776,-0.312127,0
691,410.086957,16.725344,108.250004,147.432893,3.641304,0.462145,6.570639,0.326381,0.50168,-1.041722,0.682208,-0.035576,-0.054002,0.018427,518.819661,9161.238,344.242775,11.881687,59.681413,0.242172,-6114.713647,59.770299,2,3,0.753444,0.346231,1175.166748,1.783767,-0.344323,1
711,527.553459,15.972662,213.023308,112.911215,4.27044,0.64762,6.031525,-0.135475,0.485646,-0.344846,0.584827,-0.036783,-0.048207,0.011423,1717.39892,9429.001644,629.485092,11.724091,31.378572,0.242089,-3138.180254,-2.860184,2,2,0.733912,0.319789,1175.272461,1.592286,-0.319254,0
